FE,EngDispl,NumCyl,NumGears,TransLockup,TransCreeperGear,IntakeValvePerCyl,ExhaustValvesPerCyl,VarValveTiming,VarValveLift,B0,B1
26.6622,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
24.7939,5.4,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
27.1061,4.6,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
25.2298,4.6,8,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.1937,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.1534,4.8,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.0185,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
25.8026,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.2999,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
25.7999,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.2,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
25.2,3.7,5,5,0,0,2,2,0,0,50.56322991,-4.520929279
25.1,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
22.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.061,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
23.1109,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
26.2295,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
23.4318,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
23.9993,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
27.6,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.7619,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
27.6,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.7619,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
35,2,4,4,1,1,2,2,0,0,50.56322991,-4.520929279
33.0988,3.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
31.9,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
35.2,4,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
33.0988,3.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
31.9,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
35.2,4,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
35.5,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
39.2,2.3,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
38.1,2.3,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
34,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
31.9,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
35.2,4,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
29.2,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
34.4,2.3,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
33,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
28.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
34.5,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
45.1,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.5482,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
40.3,2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
40.6,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
42.3991,2.2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.9991,2.2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.9,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.5,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
42.3991,2.2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.9991,2.2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.9,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.5,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
33,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.1,2.4,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
35,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
33.2,3.5,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
30.5,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
29.4,4,6,5,1,0,2,2,0,0,50.56322991,-4.520929279
34.2,3.5,6,6,1,1,2,2,0,0,50.56322991,-4.520929279
39.2,2.5,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.6,2.5,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
34.8,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
42.9,2.5,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
27,5.4,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
27.8,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
29,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
34.2,3.5,6,6,1,1,2,2,0,0,50.56322991,-4.520929279
33,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
45.1,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.5482,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.3,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
39.2,2.4,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
34.3,2.4,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
31.9,2.4,4,5,0,0,2,2,1,1,50.56322991,-4.520929279
31.9475,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
38.6,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
36.7,2.4,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
36.4,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
41.6,2.4,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
43.2286,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
32.5,3.8,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
31.4961,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
24.2,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
27.2,3.7,6,5,1,0,1,1,0,0,50.56322991,-4.520929279
27.1,5.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
40.2397,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
38,2,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
39.2,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
34.7,2.4,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
28.8,3.7,6,5,1,0,1,1,0,0,50.56322991,-4.520929279
27.1,5.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
40.2397,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
38,2,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
39.2,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
34.7,2.4,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
28.2,3.8,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
29.5,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
29.9,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.5,2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
35.3,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
32.7,2.7,6,4,1,0,2,2,0,0,50.56322991,-4.520929279
34.5,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
39.0959,3.5,6,1,0,0,2,2,1,0,50.56322991,-4.520929279
32.2,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
34.2,3.5,6,6,1,1,2,2,0,0,50.56322991,-4.520929279
27,5.4,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
34.7,2.3,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.6,2.5,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
30.5,3.7,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.6,2.5,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
39.2,2.5,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.8,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
42.9,2.5,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
30.6,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
28.7,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
39.2,2.5,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.8,3,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
42.9,2.5,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
27.8,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
29,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
37.9764,2.4,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
35.2887,3,6,6,1,0,2,2,0,1,50.56322991,-4.520929279
29.8099,3.8,6,4,1,0,2,2,0,1,50.56322991,-4.520929279
24.9477,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
25.1952,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4076,3.5,6,1,1,0,2,2,1,0,50.56322991,-4.520929279
29.9,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
30.9375,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
38.0299,2.5,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
28.0488,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
28.6549,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
33,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
33,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.2,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
45.3,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
35.8103,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
34.2831,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
33.7628,3.2,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
31.7,2.7,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
31.4,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
30.2,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
37.8,2.7,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.1,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
39.7,2.5,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
37.3499,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
26.5484,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
25.6179,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
40.6,2.7,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
36.6,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.1,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
36.2,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
36.4,3.2,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
29.7,3.2,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.7,3.5,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
31.9,2.3,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
31.6,3.7,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
30.7,3.2,6,6,0,0,2,2,1,1,50.56322991,-4.520929279
33.2,3,6,6,0,0,2,2,0,0,50.56322991,-4.520929279
26.1066,3.6,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
24.6,4.2,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
26.6,4.4,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
33,3,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
33.6,3,6,6,0,0,2,2,1,1,50.56322991,-4.520929279
29.6,3,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
36.559,3,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
26.7946,4.8,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
23.1521,4.4,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
29.5,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
24.9,4.4,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
23.1521,4.4,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
30.9,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
27.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.2993,2.8,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
31.3,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
40.3,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.1,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
29,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.2999,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
31.6,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
31.9,3.5,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
28.5,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
28.4,4,6,5,1,0,2,2,0,0,50.56322991,-4.520929279
31.4,3.5,6,6,1,1,2,2,0,0,50.56322991,-4.520929279
36.0307,2.5,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
31.3917,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.9,2.5,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
23.8983,5.4,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
25.7535,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
26.6622,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
30.3805,3.5,6,6,1,1,2,2,0,0,50.56322991,-4.520929279
30.2,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
31.6,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
29,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.2999,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
27.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
40.3,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.1,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.6,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
37.7098,2.4,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
31.3,2.4,4,5,0,0,2,2,1,1,50.56322991,-4.520929279
33.5,2.4,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
30.5,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
25.2,3.7,5,5,0,0,2,2,0,0,50.56322991,-4.520929279
25.1,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
22.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
37.6,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
36,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
39.2041,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.6,2.4,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
31.1,3.8,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
29.7734,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
27.2511,5,8,7,1,0,2,2,1,1,50.56322991,-4.520929279
23.6,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
26.6,3.7,6,5,1,0,1,1,0,0,50.56322991,-4.520929279
26,5.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
38.6,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
33.6,2.4,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
27.5,3.7,6,5,1,0,1,1,0,0,50.56322991,-4.520929279
26,5.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
20.9,6.1,8,5,1,0,1,1,0,0,50.56322991,-4.520929279
28.5,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
38.6,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
33.6,2.4,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
33.6,2.4,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
26.163,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
26.5632,3.8,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
29.2986,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
28.4,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.4,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
31.3,2.7,6,4,1,0,2,2,0,0,50.56322991,-4.520929279
30.347,3.2,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
23.8204,5,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
24.5722,5,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
25.5082,5,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
23.5743,5,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
24.7928,5,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
28.3,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
24.1491,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.7937,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.7193,3.5,6,1,0,0,2,2,1,0,50.56322991,-4.520929279
29.9849,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
30.2,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
31.4,3.5,6,6,1,1,2,2,0,0,50.56322991,-4.520929279
31.7,2.3,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.7,3.7,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37,2.5,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
32.1,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.9,2.5,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
20.7,5.4,8,5,1,0,2,1,1,0,50.56322991,-4.520929279
20.1,5.5,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
31.5,3,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
23.8,4.7,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
23.2,5.5,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
28.6683,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
27.3,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
34.4,3,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
24.6,5.5,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
19.7,6.3,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
33.7,3.5,6,8,0,0,2,2,1,0,50.56322991,-4.520929279
25.8,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
33.3,3,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
36.0307,2.5,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
31.3917,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.9,2.5,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
25.7535,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
26.6622,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
35.2418,2.4,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
32.9548,3,6,6,1,0,2,2,0,1,50.56322991,-4.520929279
26.9,3.8,6,4,1,0,2,2,0,1,50.56322991,-4.520929279
24.1924,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
24.1491,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
31.7082,3.5,6,1,1,0,2,2,1,0,50.56322991,-4.520929279
27.234,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
24.2996,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
35.8606,2.5,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
27.1846,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
27.5665,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
27.5811,3.6,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
28.1127,3.6,6,6,0,0,2,2,1,1,50.56322991,-4.520929279
25.56,4.8,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
23.578,4.8,8,6,0,0,2,2,1,1,50.56322991,-4.520929279
26.388,4.8,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
23.578,4.8,8,6,0,0,2,2,1,1,50.56322991,-4.520929279
25.7761,4.8,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
25.7761,4.8,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
25.7761,4.8,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
31.6,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
32.2,3.5,6,6,1,0,1,1,1,0,50.56322991,-4.520929279
32.1,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
32.6,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.071,2.5,4,5,0,0,2,2,0,1,50.56322991,-4.520929279
35.9226,2.5,4,4,1,0,2,2,0,1,50.56322991,-4.520929279
32.9103,2.5,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
40.0816,2.5,4,1,1,0,2,2,0,1,50.56322991,-4.520929279
37.0574,2.5,4,6,0,0,2,2,0,1,50.56322991,-4.520929279
34.2708,3.6,6,5,1,0,2,2,0,1,50.56322991,-4.520929279
29.5,3.6,6,5,1,0,2,2,0,1,50.56322991,-4.520929279
34.2513,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
32.2765,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
32.2747,3.2,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
30,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
30,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
28.9182,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
26.8137,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
31.3,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
34.9989,3.3,6,1,0,0,2,2,1,0,50.56322991,-4.520929279
24.7491,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.3778,2.5,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
35.7494,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
24.8718,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
24.5,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
24.2206,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
38.7,2.7,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
35,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
33.3,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
34.4,3,6,6,0,0,2,2,0,0,50.56322991,-4.520929279
26.1066,3.6,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
29.7892,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
30.4926,3.2,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
29.7892,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
30.4926,3.2,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
29.7431,3.2,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
26.2,4.4,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
